name,followers_count,following_count,statuses_count,listed_count,date
Iron Felix Batista,0.0,5.0,5.0,0.0,2013/02/24
ゆきき,9.0,35.0,42.0,0.0,2010/04/06
Gabriela,5.0,2.0,1.0,0.0,2010/07/13
paulin_,10.0,7.0,6.0,0.0,2010/04/10
Elizabeth Nuñez,1.0,2.0,3.0,0.0,2010/08/22
A-List events uk,1295.0,4595.0,1306.0,8.0,2012/12/15
cristhian salazar,63.0,245.0,341.0,0.0,2010/06/06
tomtomtom,5.0,91.0,48.0,0.0,2012/10/17
fadi almaarouf,1.0,0.0,5.0,0.0,2012/10/07
christopher u.,2.0,1.0,2.0,0.0,2010/10/11
Stina,0.0,1.0,1.0,0.0,2012/02/20
Sunny Turner,4.0,37.0,17.0,0.0,2010/04/10
Daniela Nikolac C.,217.0,642.0,2381.0,1.0,2010/08/18
win ko ko htwe,0.0,0.0,1.0,0.0,2012/06/10
mohamed atiif,35.0,238.0,104.0,0.0,2011/07/05
0,0.0,0.0,42.0,0.0,2012/03/18
zhenja Busu2010,2.0,59.0,102.0,0.0,2013/02/28
israel acosta,1.0,35.0,1.0,0.0,2012/08/11
Kai Tan,17.0,13.0,15.0,0.0,2012/08/06
ISMITA,4.0,18.0,19.0,0.0,2013/07/22
Aline Nagatomi,246.0,1051.0,2724.0,0.0,2010/07/10
Rachel O'Dwyer,3.0,20.0,2.0,0.0,2011/03/18
Rajbir,1.0,113.0,6.0,0.0,2013/06/15
moniek,366.0,1.0,3.0,0.0,2011/10/24
Karyna Pérez,118.0,198.0,3935.0,1.0,2011/05/04
Dayita Freyhardt,622.0,1999.0,55.0,3.0,2011/11/22
ابو سوسو,2.0,10.0,5.0,0.0,2012/07/27
Rita Mayani Nasution,207.0,307.0,1342.0,0.0,2012/01/13
Yoga si galau,0.0,1.0,2.0,0.0,2013/08/24
isael santos,0.0,1.0,1.0,0.0,2012/12/18
Bima Mrjack,8.0,19.0,5.0,0.0,2013/05/30
I'm his Teddy Bear.,29.0,81.0,526.0,0.0,2012/03/14
Melissa Nissan,10.0,42.0,41.0,2.0,2010/02/05
Caroline Galdino,135.0,44.0,2117.0,0.0,2011/04/07
micaela dana,1.0,36.0,1.0,0.0,2012/12/26
midji nitinegor,74.0,116.0,278.0,1.0,2010/02/11
fatma gungor,39.0,171.0,6.0,0.0,2013/01/13
ajrina khairin,7,19,1,0,2009/11/07
sabrina belen quirog,0.0,24.0,1.0,0.0,2011/05/27
باسل الشافعى,1.0,17.0,37.0,0.0,2012/04/12
retweetje!,132.0,14.0,111.0,1.0,2012/01/03
vitor_lemos1,25.0,66.0,1.0,0.0,2012/02/24
مطر الكعبي,40.0,7.0,4.0,0.0,2012/09/08
mohammadmishu,0.0,1.0,3.0,1.0,2011/04/09
fitri ana,27.0,71.0,153.0,0.0,2012/10/12
sivri biber,11.0,41.0,154.0,0.0,2012/12/20
Michelle Powell,56,126,2775,0,2009/04/07
Orla Fagan,29.0,62.0,94.0,0.0,2011/05/15
Joanna Andrzejewska,4.0,17.0,3.0,0.0,2011/08/05
Brenhaug Holliday,26.0,195.0,53.0,0.0,2011/12/30
Wilma G Bauer,3.0,4.0,1.0,0.0,2011/08/24
tarissi,2.0,20.0,1.0,0.0,2009/12/11
Stefania Rojas,14.0,206.0,187.0,0.0,2012/04/17
mehmetoguz,0.0,15.0,2.0,0.0,2013/07/20
Jéssica Pereira,2609,279,18318,131,2009/08/29
Piyapapat P.,5.0,12.0,38.0,0.0,2011/03/20
Duncan Mortimer,0.0,2.0,1.0,0.0,2010/03/28
roberto spinosi,1.0,3.0,24.0,0.0,2011/03/09
Brandon williams,1.0,6.0,2.0,0.0,2012/02/17
عاشق العالمي,0.0,26.0,50.0,0.0,2013/07/29
Caroline,332.0,660.0,5676.0,3.0,2011/10/20
きよ,6.0,16.0,181.0,0.0,2010/04/21
Yuliya Ryzhenko,58.0,65.0,268.0,0.0,2012/04/15
@miguelstaper,8.0,105.0,37.0,0.0,2012/03/15
Raphael Miranda,3.0,0.0,21.0,0.0,2010/11/16
luan dias,6.0,77.0,3.0,0.0,2013/04/22
young killa,0.0,1.0,1.0,0.0,2010/02/04
João Josimar,0.0,0.0,1.0,0.0,2011/01/14
Selen can,358.0,331.0,5190.0,0.0,2011/09/14
kellie weldy.:),18.0,49.0,3.0,0.0,2013/02/18
Joyce Tena,317.0,307.0,4382.0,0.0,2012/01/17
Ela,3,20,1,0,2009/07/01
문아현,2.0,23.0,1.0,0.0,2013/02/24
Abhishek Goyal,5,8,2,0,2009/09/25
Kelly Fernanda,36.0,103.0,112.0,0.0,2011/11/29
Septian Yudistira,20.0,43.0,4.0,0.0,2013/05/29
日和山,1.0,0.0,2.0,0.0,2010/08/03
Noelle,1.0,3.0,1.0,0.0,2012/08/21
MoniqueCynthiaMary,60.0,162.0,379.0,0.0,2012/01/03
@alemao_157,28.0,270.0,3.0,0.0,2011/07/04
filipe ventura,0.0,6.0,27.0,0.0,2011/08/31
Reynaldo Montoya Cal,0.0,9.0,1.0,0.0,2012/03/07
Marissa Lee Fencl,7.0,11.0,7.0,0.0,2012/01/30
alex warren,9.0,9.0,49.0,0.0,2010/11/18
alessio laiacona,2.0,5.0,2.0,0.0,2011/12/27
patchx,1.0,2.0,1.0,0.0,2010/07/07
Mallory Washington,11.0,28.0,1.0,0.0,2010/08/12
desert rose,202.0,139.0,8797.0,9.0,2010/03/04
sergio corpus,0.0,2.0,1.0,0.0,2012/03/08
Bibi Mostaço,7.0,15.0,2.0,0.0,2013/05/01
w/SYED HASEEB KAZMI,1.0,1.0,3.0,0.0,2012/09/03
parsi,2.0,10.0,1.0,0.0,2012/04/20
marisolruizavila,106.0,57.0,2684.0,0.0,2011/02/27
toni,6.0,23.0,2.0,0.0,2012/09/12
Richard Brogan,18.0,15.0,2.0,1.0,2012/06/24
SL6AN,14.0,126.0,32.0,0.0,2012/02/28
ミネお,17.0,29.0,25.0,0.0,2011/05/15
Sıla Özdemir,57.0,77.0,231.0,0.0,2013/08/21
Infernus Dofus Team,53.0,25.0,218.0,0.0,2011/09/06
村田 岳志,0.0,21.0,19.0,0.0,2013/07/26
edith garcia alcala,2.0,20.0,1.0,0.0,2013/02/03
levent yılmaz,3.0,13.0,4.0,0.0,2011/11/20
bryan santos,4.0,35.0,1.0,0.0,2012/04/26
Robin Andrade,164,352,818,2,2009/04/10
Lazar Misic,2.0,2.0,3.0,0.0,2012/07/12
ramiro  muñoz,1.0,8.0,7.0,0.0,2012/03/04
"아기호랑이
",0.0,4.0,5.0,0.0,2012/04/29
Rob Oomens,27,12,7,0,2009/06/09
thamer,9.0,3.0,5.0,0.0,2011/01/31
Melisa Robinson,7.0,157.0,194.0,0.0,2011/04/17
mevlüde mendil,0.0,4.0,1.0,0.0,2011/06/07
svdsymn,1.0,0.0,29.0,0.0,2010/02/23
papeepapee,2.0,7.0,42.0,0.0,2011/10/29
hector,0.0,1.0,4.0,0.0,2010/11/12
Sang-In Kim,1.0,0.0,1.0,0.0,2012/07/17
krishna reddy,0.0,7.0,1.0,0.0,2012/04/12
kimberly rigsy,104,508,639,0,2009/05/28
Dustin Conley,2.0,6.0,1.0,0.0,2012/08/06
sowmya,4.0,1.0,1.0,0.0,2010/09/23
jatin mundotia,5.0,12.0,1.0,0.0,2010/01/31
Consuelo Martinez,0.0,0.0,1.0,0.0,2010/06/25
Georgia Segda,0.0,2.0,16.0,0.0,2009/12/19
Amber Monarch,55.0,147.0,161.0,0.0,2012/03/20
samken,38.0,67.0,216.0,0.0,2011/11/05
BELLO  O.O,0.0,0.0,91.0,0.0,2012/05/13
monsterous manequin,9,22,1,0,2009/03/02
JP Majerus,2.0,4.0,1.0,0.0,2010/10/14
tamariita cwirkaluk,71.0,35.0,67.0,0.0,2011/10/07
Mysteriously Unnamed,2.0,3.0,5.0,0.0,2010/12/21
Valentina Turcanu,260.0,301.0,4266.0,0.0,2011/05/24
A.S. Terapias,499.0,1379.0,79.0,2.0,2012/07/26
Willie Wafer,1.0,1.0,9.0,0.0,2013/06/06
Ashwani Sharma,12.0,48.0,3.0,0.0,2010/05/27
Djohari Kadasa,2.0,7.0,4.0,0.0,2011/01/23
PSacct,0.0,2.0,7.0,0.0,2012/04/28
EL HADEF YOUSSEF,1.0,10.0,4.0,0.0,2011/03/15
KANCHERLA RAMESH,1.0,33.0,61.0,0.0,2011/12/10
Collette Winslow,0.0,37.0,2.0,0.0,2011/12/08
Fausto VIII,3.0,14.0,2.0,0.0,2012/05/08
fathy nehro,0.0,2.0,2.0,0.0,2013/08/17
chan,4.0,4.0,1.0,0.0,2011/10/24
Abood,7.0,12.0,6.0,0.0,2011/10/28
Katie Jones,3.0,52.0,2.0,0.0,2013/05/10
Hobong Jeong,2.0,1.0,1.0,0.0,2011/01/04
Guy Claudetta,21.0,319.0,1.0,0.0,2012/02/22
Bobby Jay,0.0,1.0,1.0,0.0,2010/02/19
Bere Espadas,53.0,108.0,197.0,0.0,2010/02/26
山根なつみ,190.0,200.0,856.0,0.0,2012/04/02
All a medium,150.0,324.0,34.0,1.0,2011/05/15
Eu Uai,2.0,11.0,3.0,0.0,2010/05/13
Michael Bode,12,16,18,0,2009/10/20
MNHilmy,8.0,11.0,1.0,0.0,2011/12/06
carmel jones,3.0,10.0,4.0,0.0,2012/10/19
Aisha Sanyang,4.0,33.0,7.0,0.0,2012/07/15
D. Hammett,148.0,94.0,824.0,1.0,2010/05/30
beth,0.0,2.0,2.0,0.0,2011/01/01
F Azadi Time,0.0,0.0,1.0,0.0,2012/11/26
Tina Todd,7,28,18,0,2009/07/01
arif knight,4.0,15.0,2.0,0.0,2012/08/27
Alejandro mondragon,0.0,3.0,1.0,0.0,2013/07/12
edward_j,10.0,135.0,26.0,0.0,2011/05/19
Tiago,2,1,2,0,2009/08/26
Satria Paramartha,3.0,18.0,1.0,0.0,2010/12/25
gaby diaz,51.0,157.0,44.0,0.0,2012/05/23
Nesreen.,139.0,118.0,1295.0,0.0,2012/08/01
hacamat,14.0,9.0,10.0,0.0,2011/09/11
 Amantes do paulo,0.0,1.0,1.0,0.0,2013/04/28
heshammamouh,2,3,4,0,2009/09/03
"Garopaba FM 98,3",476,467,1011,6,2009/09/23
Georgina Fryatt,4.0,24.0,10.0,0.0,2012/06/09
今井　一登,3.0,3.0,3.0,0.0,2011/03/17
Banda Stilo SP,7.0,1.0,1.0,0.0,2010/06/29
Athul Danish,2.0,27.0,1.0,0.0,2012/09/16
Si Jantan,3.0,0.0,76.0,0.0,2011/10/29
なかじま,6,11,128,0,2009/07/15
Kiana Latrice Wright,3.0,2.0,17.0,0.0,2011/05/21
ちっさゃん,7.0,56.0,28.0,0.0,2010/12/15
Tautvydas Rudzinskas,34.0,229.0,10.0,0.0,2013/02/06
pump pump squirt,5.0,12.0,5.0,0.0,2012/11/23
Robert Peake,8.0,2.0,14.0,0.0,2010/05/14
Владимир Свиридов,1.0,8.0,14.0,0.0,2013/03/15
sjrn10@,0.0,5.0,1.0,0.0,2011/04/24
ramazan tunç,1.0,39.0,1.0,0.0,2012/07/13
Marta,1.0,10.0,1.0,0.0,2011/02/28
Nick Cooke,9,18,13,0,2009/06/11
佐々木英暢（教育支援協会北海道・佐々木企,36.0,37.0,112.0,2.0,2011/01/12
fatou niang,2.0,20.0,2.0,0.0,2012/08/19
María J Aguilera,71.0,131.0,215.0,0.0,2011/07/19
Ｓｕｎｓｅｔ☆별,22.0,130.0,1226.0,0.0,2010/05/19
Taufiq Siddique,2.0,8.0,3.0,0.0,2009/12/19
Micaela,186.0,170.0,11571.0,0.0,2011/05/17
olivia vargas,135.0,133.0,2246.0,0.0,2013/07/26
patrick mccrea,57.0,70.0,1201.0,2.0,2011/01/28
Daniela berenice,1.0,5.0,4.0,0.0,2013/03/28
Giuseppe Marceca,1.0,0.0,1.0,0.0,2011/09/22
Carreta Sureña 1,1.0,10.0,2.0,0.0,2013/03/04
minha vida,21.0,61.0,9.0,0.0,2012/12/04
whye idochi,5.0,32.0,8.0,0.0,2011/07/17
HI NIALL,38.0,264.0,211.0,0.0,2013/04/21
çağla demirel,180.0,1762.0,214.0,0.0,2012/04/25
Howard,8.0,12.0,15.0,0.0,2010/06/02
DowMiniSignals DELAY,3,0,2,0,2009/11/20
 Daniel Lancellotti,259.0,362.0,326.0,0.0,2010/05/13
JELENA ilusm,170.0,166.0,4740.0,0.0,2011/04/09
maurizio mason,0.0,20.0,1.0,0.0,2012/08/10
katherine rodriguez,5.0,93.0,4.0,0.0,2010/05/10
Pu_tu ardjamenawi,7.0,38.0,15.0,0.0,2013/03/03
Humberto Sousa,19.0,32.0,14.0,0.0,2011/01/07
PATRICIO LO RE,86,543,87,0,2009/02/25
Barb Cira-Tompkins,0.0,4.0,2.0,0.0,2012/02/27
Süleyman Ürek,118.0,137.0,157.0,0.0,2013/01/04
rudy cabezas flores,0.0,0.0,1.0,0.0,2011/12/12
follow kf cricket,0.0,0.0,1.0,0.0,2013/01/11
DIEGO,2.0,4.0,1.0,0.0,2010/04/12
Darryl Demers,17.0,25.0,21.0,0.0,2013/07/18
LILIANA PACHON,16.0,121.0,11.0,0.0,2012/01/08
Tyler,1,16,9,0,2009/05/28
そちゃ,9.0,14.0,149.0,0.0,2012/05/16
Jhun AzrulL,4.0,15.0,4.0,0.0,2011/02/01
Misato@ALMA*Z,83.0,130.0,229.0,2.0,2012/01/13
dion lambrinos,19.0,23.0,2.0,0.0,2012/05/17
Milouse 4128,2.0,18.0,24.0,0.0,2012/09/06
Let's Chow,9.0,101.0,56.0,0.0,2012/05/27
B. Webb,0.0,0.0,1.0,0.0,2011/08/25
Ahmedalmansoori,276.0,37.0,1665.0,0.0,2012/01/27
Antonella,425.0,264.0,10119.0,0.0,2012/12/04
D. RAVIKUMAR,0.0,1.0,7.0,0.0,2011/06/02
Mundo de Patty,2.0,7.0,5.0,0.0,2012/11/10
nobeljoseph,2.0,8.0,3.0,0.0,2009/12/19
Canterbury 24/7,3.0,8.0,53.0,0.0,2011/09/30
zouhir undeath,2.0,29.0,27.0,1.0,2010/05/30
preeti khanna,0.0,1.0,1.0,0.0,2012/03/19
LUIS,14.0,67.0,17.0,0.0,2011/05/05
José Piovesana,1,1,1,0,2009/09/03
مهيمن الحيدري,1.0,27.0,1.0,0.0,2013/07/26
@lucky_,0.0,16.0,5.0,0.0,2012/01/20
Brett,46.0,91.0,57.0,0.0,2011/06/21
Sole Martinez,10.0,86.0,24.0,0.0,2012/07/24
Natália Guilarducci,5.0,36.0,3.0,0.0,2010/09/30
Girl's diaries!,0.0,2.0,20.0,0.0,2012/10/23
Mxolisi Mashiloane,38,90,494,0,2009/08/30
Marina Papastamou,5.0,28.0,1.0,0.0,2012/12/26
Mackenzie Finger,77.0,225.0,311.0,0.0,2012/07/04
Victor manuel,8.0,43.0,11.0,0.0,2013/05/16
jheremy pastor ortiz,0.0,9.0,1.0,0.0,2012/03/23
Michaelⓑⓞⓘ™,0.0,56.0,6.0,0.0,2013/01/12
W/YES,0.0,0.0,2.0,0.0,2012/07/13
"Ohlson 
",0.0,0.0,3.0,0.0,2012/01/06
Jesse Soto,53,388,1147,1,2009/06/30
Michele Heins,2.0,2.0,7.0,0.0,2012/02/08
Tommy Crosby,4.0,3.0,134.0,0.0,2011/10/30
=D yibe! 3,342.0,1032.0,1623.0,2.0,2010/06/25
Allison Baker,1,1,1,0,2009/07/13
Augusto Alger,1.0,1.0,1.0,0.0,2010/02/22
alevenchaud,2.0,9.0,2.0,0.0,2010/08/22
ありさ,0.0,0.0,7.0,0.0,2013/01/23
Zachery Phillips,3.0,17.0,76.0,0.0,2013/04/15
らんらんるー,16.0,23.0,313.0,0.0,2011/03/14
Danilo Guilherme,10.0,17.0,218.0,0.0,2010/06/01
清水 幹大,18.0,13.0,1.0,0.0,2012/12/14
Barbara White,0,2,4,0,2009/08/31
Sikiu Bustamante,16.0,20.0,7.0,0.0,2012/02/21
Maddee Heely,14,18,1,0,2009/04/02
Jose  Alvarez,36.0,56.0,10.0,0.0,2011/02/24
Joseph Pasague,1.0,2.0,2.0,0.0,2010/09/15
George Walker,0.0,6.0,5.0,0.0,2012/08/07
Faye Simpson,5.0,35.0,251.0,0.0,2012/10/22
Angélica,27.0,40.0,8.0,1.0,2011/08/21
Paola-Harry♥♥♥♥♥love,11.0,29.0,20.0,0.0,2012/06/05
Matthew Wilson,3,1,1,0,2009/05/28
Thaais,83.0,106.0,202.0,3.0,2011/05/07
Nicolas Cruz,0.0,2.0,4.0,0.0,2011/12/31
amirasadi,5.0,206.0,2.0,0.0,2013/06/15
gisselle silva quiro,0.0,1.0,1.0,0.0,2010/06/09
Sarah Blakemore,2.0,10.0,1.0,0.0,2013/07/08
Bagis Backbone,10,1,3,0,2009/05/18
ZAEEM S FAROOQUI,2,23,1,0,2009/08/30
Ben mur,3.0,8.0,1.0,0.0,2013/02/11
cathy aguado,4.0,16.0,5.0,0.0,2012/06/28
TGZ Nederland,85.0,75.0,21.0,0.0,2012/02/06
Jason McGehee,2.0,13.0,3.0,0.0,2010/07/31
Thomas Billingham,2.0,14.0,3.0,0.0,2013/08/20
julia,0.0,1.0,4.0,0.0,2010/01/15
Ketan Atul Agte,8.0,398.0,2.0,0.0,2013/03/21
pironelli oxxo,3.0,43.0,3.0,0.0,2012/04/27
oscar alvarez,7.0,29.0,10.0,0.0,2011/12/06
Obasi smart,0.0,10.0,1.0,0.0,2013/04/22
Justin Todd,1.0,7.0,2.0,0.0,2011/01/13
황보♥ファンボ,106.0,95.0,271.0,0.0,2013/02/03
Chandra Hunter,0.0,0.0,10.0,0.0,2012/05/27
Carla Bustamante,31.0,52.0,388.0,0.0,2010/09/28
LilCoogi,1.0,11.0,2.0,0.0,2012/08/27
Tati Johnson,2.0,12.0,1.0,0.0,2013/04/25
Tri saputro,4.0,6.0,6.0,0.0,2012/02/29
Riachil,0.0,4.0,23.0,0.0,2011/04/29
Estiven Franco,0.0,18.0,35.0,0.0,2013/04/01
福田雅文,2.0,10.0,1.0,0.0,2012/09/17
Dahlan,80.0,675.0,55.0,0.0,2012/12/24
calebwat,41,133,497,3,2008/04/09
Agent 47 Jackson,0,1,3,0,2009/11/06
Ilhaam Jaffer,66.0,98.0,43.0,1.0,2012/07/28
Julbo_USA,1395.0,513.0,564.0,47.0,2009/12/08
angela linares,0.0,4.0,3.0,0.0,2011/11/30
Nicole Morales,157,194,2841,0,2009/10/08
♔ Puteri Amira ♔,110.0,410.0,1749.0,1.0,2011/09/14
luis arriola,0.0,0.0,3.0,0.0,2011/08/17
Alex Chan,41,51,289,1,2009/06/05
Alex,31.0,130.0,838.0,0.0,2012/11/13
nicole sanchez,0.0,0.0,5.0,0.0,2012/12/25
Dhiraj.bagkar@gmial.,0.0,16.0,2.0,0.0,2013/03/27
こる,48.0,49.0,2.0,0.0,2013/07/29
"Andreasen 
",0.0,0.0,1.0,0.0,2011/12/06
Музенкова,4.0,8.0,121.0,0.0,2012/11/14
geeksville,30,18,22,1,2008/08/05
ラゲッティ,204.0,66.0,26516.0,9.0,2011/08/05
Marie90,4.0,23.0,3.0,0.0,2012/07/21
Li3na.li3,2.0,15.0,6.0,0.0,2012/09/24
RABATTizer CH,34.0,50.0,32.0,0.0,2010/06/28
Eddie Moore,74,318,3018,1,2009/09/20
Motoclub Appignano,84.0,60.0,43.0,1.0,2012/03/23
sustainagifts,17,7,28,0,2008/12/05
Dorothy Lopezа,10.0,27.0,11.0,0.0,2013/05/20
TreSh,3.0,14.0,78.0,0.0,2013/07/12
panaddaamzaa,0.0,0.0,3.0,0.0,2011/01/30
Tamia Mukes,1.0,32.0,16.0,0.0,2013/03/15
Simone L Vickery,24.0,307.0,5.0,0.0,2011/04/13
Sameer Deshmukh,0.0,2.0,1.0,0.0,2010/02/06
Anderson Bravo,0.0,1.0,2.0,1.0,2010/10/15
tonia luongo,0.0,1.0,1.0,0.0,2010/05/28
Dennz,18.0,17.0,78.0,0.0,2012/07/22
Murat POYRAZER,133.0,307.0,19.0,0.0,2010/10/13
Sorriso.bbzinho,79.0,67.0,140.0,0.0,2011/07/20
شادن,123.0,101.0,2147.0,6.0,2011/04/11
AllenChou,1.0,16.0,9.0,0.0,2013/05/24
mickey,0.0,6.0,1.0,0.0,2012/05/19
Azucena Castro,0.0,4.0,16.0,0.0,2013/08/13
Nonitta,0.0,1.0,213.0,0.0,2012/09/02
Ernest Owusu Addo,2.0,15.0,7.0,0.0,2011/11/21
STEVEN,9.0,117.0,42.0,0.0,2012/05/06
بنت العزواني,6.0,1.0,2.0,0.0,2012/06/06
Linda,24.0,76.0,307.0,2.0,2011/11/19
Beverly ebit,1.0,0.0,2.0,0.0,2011/01/19
Thomas Hanlon,54.0,88.0,76.0,0.0,2012/07/04
jyothi dsouza,2.0,18.0,4.0,0.0,2012/02/15
Sexo_escondido_,17.0,132.0,150.0,0.0,2013/04/06
Fraser MacDonald,117.0,248.0,267.0,4.0,2011/03/15
Tommy Carton,268.0,490.0,1244.0,0.0,2011/12/11
Edu_Kagawa,35.0,206.0,89.0,0.0,2010/10/14
milawati19,122.0,1604.0,99.0,0.0,2013/07/08
Sofi Monzon,30.0,44.0,69.0,0.0,2011/10/13
erin byrne,64.0,122.0,21.0,2.0,2010/01/28
nagaraju,0.0,0.0,1.0,0.0,2012/06/27
A & C Plumbing,7.0,7.0,1.0,0.0,2013/05/20
Spiders,17.0,0.0,70.0,1.0,2012/07/20
Renata,41.0,46.0,20.0,0.0,2010/03/20
precious alvarez,2,18,1,1,2009/09/13
Emerich Fiore,0.0,4.0,6.0,0.0,2013/07/06
✝ RATMAN ✝,681.0,631.0,4273.0,2.0,2012/10/14
Cliff Drewyor,1,6,1,0,2009/07/12
Gracaandrade15,0.0,1.0,1.0,0.0,2012/10/10
Nur Faidzillah,1.0,13.0,3.0,0.0,2013/06/05
HanYoongAh,3.0,14.0,4.0,0.0,2011/10/01
gizem,8.0,9.0,1.0,0.0,2010/01/24
Papawh con mohawk,212.0,370.0,113.0,4.0,2011/11/26
Josue,6.0,19.0,57.0,0.0,2011/09/06
Catherine Olave,3.0,8.0,2.0,0.0,2012/05/08
Josue de Almeida,37.0,47.0,119.0,0.0,2011/04/07
saved account,1.0,2.0,63.0,0.0,2013/06/09
prigipissa Kaitoula,10.0,16.0,2.0,0.0,2011/09/13
Atitaya Pd,7.0,55.0,175.0,0.0,2011/09/15
tima,3.0,41.0,23.0,0.0,2013/08/12
Anthony Coleman,1.0,0.0,1.0,0.0,2011/12/13
READ BIO,0.0,24.0,1.0,0.0,2013/07/05
"Jessie Hummell 
",0.0,0.0,4.0,0.0,2012/03/05
Tuesburg Cuteness,2.0,27.0,9.0,0.0,2013/07/12
JILL x,2.0,15.0,8.0,0.0,2012/11/11
Katrina Millar,11.0,22.0,3.0,0.0,2013/04/16
María Bañon,235.0,195.0,1808.0,1.0,2011/12/09
"Julianne Dinan 
",0.0,0.0,4.0,0.0,2012/03/01
Hiran de Melo,125.0,128.0,5448.0,5.0,2010/04/22
＊ゆゆぴす＊,16.0,31.0,260.0,0.0,2013/02/04
ginika nwachukwu,13.0,56.0,5.0,0.0,2012/03/07
Hayal yılmaz,2.0,3.0,1.0,0.0,2011/09/28
使い魔NANALeee,94.0,148.0,5789.0,0.0,2012/03/30
Yunita Rosmala Dewi,17.0,7.0,4.0,0.0,2011/04/25
Bobbie lynn folds,1.0,143.0,8.0,0.0,2011/02/02
Scott Logan Prather,1.0,4.0,1.0,0.0,2011/01/09
WatUpSanchez,23.0,59.0,215.0,0.0,2013/06/02
Hender  Rojas Florez,5.0,2.0,34.0,0.0,2010/03/31
10/06 3,405.0,343.0,12591.0,1.0,2011/09/18
jp Uribe,10.0,39.0,8.0,0.0,2012/01/20
Henry Newell,1.0,8.0,2.0,0.0,2013/07/18
arie palembang,180,133,348,0,2009/11/09
Milton soares,2.0,45.0,1.0,0.0,2012/07/05
Raquel Cequea,179.0,288.0,344.0,0.0,2011/02/06
Gabby Grizzle,3.0,1.0,1.0,0.0,2011/10/02
Ethan Walker,2,19,56,0,2009/09/19
もーりー,15,33,10,0,2009/11/20
amarildo pires,1.0,13.0,6.0,0.0,2012/06/27
Sundried Boards,1.0,0.0,2.0,0.0,2010/03/25
Merlene Moss,0.0,6.0,3.0,0.0,2013/08/07
セツト,18.0,17.0,538.0,1.0,2012/03/12
JubanaEstaLluviendo,77.0,204.0,543.0,0.0,2012/02/05
임이얌,6.0,4.0,1.0,0.0,2011/01/29
まにまに,14.0,105.0,20.0,0.0,2010/06/05
Michael Cassidy,7.0,23.0,58.0,0.0,2012/11/12
Gulnazka Santino,1.0,13.0,88.0,0.0,2011/05/07
Nadia Hunderup,0,0,6,0,2009/09/20
Maria beatriz,3.0,6.0,23.0,0.0,2012/08/14
Javier Collazo,17.0,67.0,3.0,0.0,2012/07/11
audrey genaille,2.0,35.0,27.0,0.0,2011/11/23
x_IDKITHINK_x,7.0,35.0,2.0,0.0,2012/09/20
MACK 10,7.0,86.0,22.0,0.0,2012/11/13
Alessandro pennati,1.0,50.0,1.0,0.0,2013/05/23
alun wahana,4.0,13.0,5.0,0.0,2012/04/18
Gerald Mccoy,23.0,107.0,19.0,0.0,2013/06/15
Marium Zehra,1.0,18.0,1.0,0.0,2013/06/10
gotobestnow,1,3,6,0,2008/11/16
Michele Mahon,18.0,42.0,898.0,0.0,2011/12/19
Versace Versace,33.0,97.0,30.0,0.0,2013/07/11
Selena Marie Gomez,18.0,35.0,2.0,0.0,2013/08/07
Rob Ferber,3,18,1,0,2009/08/23
L O L Y  ツ,144.0,154.0,834.0,0.0,2013/04/21
Agrouini,11.0,63.0,16807.0,0.0,2013/02/21
katie lee brooks,755,1027,5866,0,2009/07/08
(_!-YouMustBeMad-!_),241.0,1400.0,114.0,0.0,2012/10/14
EghaC_Mamusung,12.0,13.0,140.0,0.0,2013/04/26
しも,3.0,4.0,3.0,0.0,2012/03/21
ChoKyuhyun,4.0,17.0,6.0,0.0,2013/01/03
李碧娟,2.0,3.0,1.0,0.0,2013/08/27
كلوديا حنا,66.0,29.0,12.0,0.0,2013/01/26
Nicole calderon,9.0,48.0,22.0,0.0,2013/08/16
Katya,3.0,10.0,24.0,0.0,2010/10/16
Daniela Murkova,84.0,512.0,32.0,0.0,2011/09/25
Mark Smith,15.0,50.0,97.0,1.0,2011/03/11
YeEun,19.0,52.0,322.0,2.0,2011/02/01
darko,3.0,47.0,1.0,0.0,2013/03/15
Kennyyipwinglung,0.0,0.0,10.0,0.0,2013/01/13
mamaelshaaba,0.0,7.0,19.0,0.0,2011/09/22
ام البراء,101.0,514.0,1880.0,0.0,2012/09/04
고경민,6.0,6.0,4.0,0.0,2012/10/30
Vinicius Mira,28,74,10,0,2009/05/07
lucas ransone,30.0,23.0,3.0,0.0,2012/08/08
herbin,26.0,93.0,160.0,0.0,2012/04/17
남정윤,0.0,0.0,1.0,0.0,2011/12/03
muhd_yusof,5.0,23.0,1.0,0.0,2011/12/22
alessandro dadone,6.0,20.0,1.0,0.0,2010/06/04
signup.w/IYA,0.0,0.0,3.0,0.0,2012/11/24
N,751,764,2388,23,2009/08/12
stephaine mccrudden,1,20,3,0,2009/06/29
CityRichTheGoon,57.0,35.0,1524.0,0.0,2012/01/25
revote teruz,0.0,0.0,1.0,0.0,2013/03/22
Janine Fest,0.0,0.0,8.0,0.0,2012/01/04
meral akay yurtseven,13.0,41.0,4.0,0.0,2012/09/08
Annabella,2.0,6.0,38.0,0.0,2012/08/11
I love niall horan,15.0,85.0,11.0,0.0,2013/01/03
cidinha,5.0,3.0,2.0,0.0,2010/10/27
Walter,3.0,42.0,32.0,0.0,2012/05/07
Siti Qurrotul A •,592.0,804.0,4594.0,0.0,2011/08/06
